no,id_resep,nama_resep,daftar_bahan,waktu_masak,kategori,step_masak,gambar,link asli,list_bahan,list_bahan_stem,list_bahan_norm,waktu_norm,kategori_list,kategori_norm
84,R0084,Bakwan jagung,"tepung terigu,jagung,daun bawang,wortel,kubis,bumbu sop,telur,air dingin",30,"makanan rumahan, camilan viral/kekinian, sarapan","1. Cuci bersih jagung, wortel, kubis dan daun bawang;2. Kocok telur, bumbu, dan air;3. Tambahkan tepung terigu, lalu masukan sayuran;4. Beri penyedap, dan garam. Koreksi rasa;5. Panaskan minyak dengan api sedang, lalu goreng bakwan jagung dengan 1 SDM penuh(opsional);6. Bakwan jagung siap disajikan",https://img-global.cpcdn.com/recipes/2477450984d6a872/680x781f0.5_0.5_1.0q80/bakwan-jagung-foto-resep-utama.webp,https://cookpad.com/id/resep/25906898,"['tepung terigu', 'jagung', 'daun bawang', 'wortel', 'kubis', 'bumbu sop', 'telur', 'air dingin']","['tepung terigu', 'jagung', 'daun bawang', 'wortel', 'kubis', 'bumbu sop', 'telur', 'air dingin']","['tepung terigu', 'jagung', 'daun bawang', 'wortel', 'kubis', 'bumbu sop', 'telur', 'air dingin']",30,"['makanan rumahan', 'camilan viral/kekinian', 'sarapan']","['makanan rumahan', 'camilan viral/kekinian', 'sarapan']"
85,R0085,Kue Putu,"tepung beras,gula merah serut,kelapa parut,pewarna makanan hijau,daun suci,air,garam",30,"kue dan dessert, camilan viral/kekinian, street food/jajanan pasar, sarapan","1. Campur tepung beras, garam, dan pewarna hijau hingga rata.;2. Perciki air sedikit demi sedikit sambil diaduk hingga berbutir halus.;3. Masukkan setengah adonan ke cetakan, beri gula merah di tengah, lalu tutup lagi dengan adonan.;4. Kukus selama 15 menit hingga matang.;5. Angkat, taburi kelapa parut, dan hias dengan daun suci di tengah.",https://img-global.cpcdn.com/recipes/e482fcea6b52c946/300x426f0.5_0.578703_1.0q80/kue-putu-foto-resep-utama.webp,https://cookpad.com/id/resep/25909223,"['tepung beras', 'gula merah serut', 'kelapa parut', 'pewarna makanan hijau', 'daun suci', 'air', 'garam']","['tepung beras', 'gula merah serut', 'kelapa parut', 'warna makan hijau', 'daun suci', 'air', 'garam']","['tepung beras', 'gula merah serut', 'kelapa parut', 'warna makan hijau', 'daun suci', 'air', 'garam']",30,"['kue dan dessert', 'camilan viral/kekinian', 'street food/jajanan pasar', 'sarapan']","['dessert & kue manis', 'camilan viral/kekinian', 'street food/jajanan pasar', 'sarapan']"
86,R0086,Sambal Goreng Udang,"kentang,udang,serai,daun jeruk,daun salam,lengkuas,bawang merah,bawang putih,kemiri,cabe merah besar,gula merah,fiber cream,air asam jawa,kaldu jamur",45,"ikan dan seafood, olahan pedas dan sambal, makanan rumahan","1. Goreng kentang hingga matang, angkat dan sisihkan.;2. Tumis bumbu yg sudah dihaluskan bersama bahan aromatik (daun jeruk, salam, serai, lengkuas). Tumis hingga harum.;3. Tambahkan kentang, kemudian masukkan fiber cream, gula merah, garam, penyedap, juga air asam jawa. Kemudian masukkan udang.;4. Masak hingga menyusut dan sesuaikan rasanya.",https://img-global.cpcdn.com/recipes/ceeb1f1e3d05d981/680x781f0.5_0.5_1.0q80/sambal-goreng-udang-foto-resep-utama.webp,https://cookpad.com/id/resep/25890312,"['kentang', 'udang', 'serai', 'daun jeruk', 'daun salam', 'lengkuas', 'bawang merah', 'bawang putih', 'kemiri', 'cabe merah besar', 'gula merah', 'fiber cream', 'air asam jawa', 'kaldu jamur']","['kentang', 'udang', 'serai', 'daun jeruk', 'daun salam', 'lengkuas', 'bawang merah', 'bawang putih', 'kemiri', 'cabe merah besar', 'gula merah', 'fiber cream', 'air asam jawa', 'kaldu jamur']","['kentang', 'udang', 'serai', 'daun jeruk', 'salam', 'lengkuas', 'bawang merah', 'bawang putih', 'kemiri', 'cabe merah besar', 'gula merah', 'fiber cream', 'asam jawa', 'kaldu jamur']",45,"['ikan dan seafood', 'olahan pedas dan sambal', 'makanan rumahan']","['ikan & seafood', 'olahan pedas & sambal', 'makanan rumahan']"
87,R0087,Ketoprak,"kacang tanah,bawang putih,cabai merah,tahu putih,lontong,tauge,ketimun,kecap manis,garam,gula merah,air matang",60,"nasi dan olahan beras, menu tradisional daerah","1. Goreng kacang tanah hingga matang, tiriskan. Kemudian haluskan dg blender / chooper.;2. Goreng bawang putih dan cabai sebentar, angkat.;3. Haluskan kacang, bawang putih, dan cabai bersama garam dan gula merah.;4. Masukan kacang tanah halus kemudian ulek kembali, sambil sesekali kasih air sedikit demi sedikit hingga bumbu halus dan kental, koreksi rasa.;5. Toge di cuci bersih kemudian rendam dlm air panas mendidih, kemudian tiriskan, sisihkan. Bihun di rendam dlm air hangat, kemudian tiriskan, dan sisiiihkan.;6. Masukan dan tata tahu, lontong, toge dan bihun ke dlm bumbu kacang yg di ulek tadi, beri kecap manis jika suka dan jgn lupa kerupuk.;7. Ketoprak siap u di santap. Selamat mencoba",https://img-global.cpcdn.com/recipes/05d941381e343862/680x781f0.5_0.5_1.0q80/ketoprak-foto-resep-utama.webp,https://cookpad.com/id/resep/25423869,"['kacang tanah', 'bawang putih', 'cabai merah', 'tahu putih', 'lontong', 'tauge', 'ketimun', 'kecap manis', 'garam', 'gula merah', 'air matang']","['kacang tanah', 'bawang putih', 'cabai merah', 'tahu putih', 'lontong', 'tauge', 'timun', 'kecap manis', 'garam', 'gula merah', 'air matang']","['kacang tanah', 'bawang putih', 'cabai merah', 'tahu putih', 'lontong', 'tauge', 'timun', 'kecap manis', 'garam', 'gula merah', 'air matang']",60,"['nasi dan olahan beras', 'menu tradisional daerah']","['nasi & olahan beras', 'menu tradisional daerah']"
88,R0088,Empal Gentong Kambing,"daging kambing,air,santan instan,bawang merah,bawang putih,kemiri,kunyit,ketumbar,jinten,pala bubuk,jahe,serai,daun salam,daun jeruk,cengkeh,bunga lawang,kapulaga,kayu manis,garam,lada bubuk,kaldu bubuk,gula pasir,daun brambang,tomat",60,"daging kambing, menu tradisional daerah, makanan rumahan","1. Rebus daging kambing hingga empuk, lalu iris tipis.;2. Blender bahan bumbu halus hingga halus. Kemudian tumis hingga harum dan tanak.;3. Masukkan bumbu aromatik, kemudian irisan daging kambing;4. Kemudian bumbu dan daging pindahkan ke panci yang ada air kaldu. Rebus empal gentong hingga mendidih, tambahkan santan instan. Masak hingga bumbu meresap, test rasa;5. Sajikan hangat.",https://img-global.cpcdn.com/recipes/6b59f63cde3705c8/680x781f0.5_0.5_1.0q80/empal-gentong-kambing-foto-resep-utama.webp,https://cookpad.com/id/resep/25828672,"['daging kambing', 'air', 'santan instan', 'bawang merah', 'bawang putih', 'kemiri', 'kunyit', 'ketumbar', 'jinten', 'pala bubuk', 'jahe', 'serai', 'daun salam', 'daun jeruk', 'cengkeh', 'bunga lawang', 'kapulaga', 'kayu manis', 'garam', 'lada bubuk', 'kaldu bubuk', 'gula pasir', 'daun brambang', 'tomat']","['daging kambing', 'air', 'santan instan', 'bawang merah', 'bawang putih', 'kemiri', 'kunyit', 'ketumbar', 'jinten', 'pala bubuk', 'jahe', 'serai', 'daun salam', 'daun jeruk', 'cengkeh', 'bunga lawang', 'kapulaga', 'kayu manis', 'garam', 'lada bubuk', 'kaldu bubuk', 'gula pasir', 'daun brambang', 'tomat']","['daging kambing', 'air', 'santan instan', 'bawang merah', 'bawang putih', 'kemiri', 'kunyit', 'ketumbar', 'jinten', 'pala', 'jahe', 'serai', 'salam', 'daun jeruk', 'cengkeh', 'bunga lawang', 'kapulaga', 'kayu manis', 'garam', 'lada', 'kaldu ayam', 'gula pasir', 'daun brambang', 'tomat']",60,"['daging kambing', 'menu tradisional daerah', 'makanan rumahan']","['daging kambing', 'menu tradisional daerah', 'makanan rumahan']"
89,R0089,Keripik Tempe Tapioka,"bengkuang tempe,tepung tapioka,garam,royco,bawang putih bubuk,air,minyak goreng",90,"camilan viral/kekinian,menu tradisional daerah, street food/jajanan pasar","1. Campur tepung tapioka dan bengkuang tempe yang telah diiris tipis hingga rata.;2. Masukkan campuran ke plastik es lilin besar, isi penuh dan ikat rapat.;3. Tusuk-tusuk plastik, diamkan 50 jam hingga padat.;4. Keluarkan adonan, potong tipis-tipis.;5. Campur garam, royco, bawang putih, dan air untuk bahan celup.;6. Celupkan irisan tempe ke bahan celup, lalu goreng dengan api sedang hingga matang.;7. Tiriskan dan siap disajikan.",https://img-global.cpcdn.com/recipes/9e1d9078767f7b8c/680x781cq80/keripik-tempe-tapioka-foto-resep-utama.webp,https://cookpad.com/id/resep/25876298,"['bengkuang tempe', 'tepung tapioka', 'garam', 'royco', 'bawang putih bubuk', 'air', 'minyak goreng']","['bengkuang tempe', 'tepung tapioka', 'garam', 'royco', 'bawang putih bubuk', 'air', 'minyak goreng']","['bengkuang tempe', 'tepung tapioka', 'garam', 'royco', 'bawang putih', 'air', 'minyak goreng']",90,"['camilan viral/kekinian', 'menu tradisional daerah', 'street food/jajanan pasar']","['camilan viral/kekinian', 'menu tradisional daerah', 'street food/jajanan pasar']"
90,R0090,Kambing Guling Pedas,"daging kambing,bawang putih,ketumbar,lada,garam,penyedap rasa,kecap manis,minyak sayur",60,"daging kambing, olahan pedas dan sambal, makanan rumahan, menu tradisional daerah","1. Siapkan bumbu dan daging kambing dipotong dadu.;2. Ulek bawang putih dan sisihkan. Rebus daging 5 menit, setelah 5 menit mendidih matikan kompor dan biarkan daging 30 menit dalam keadaan tertutup. Kemudian didihkan kembali 7 menit lalu matikan api kompor.;3. Tumis bawang putih, ketumbar dan lada hingga harum lalu masukkan daging yang sudah direbus tadi. Kemudian beri air 150 ml, garam, kecap, cabai rawit dan penyedap rasa. Aduk rata dan biarkan mendidih hingga airnya berkurang. Koreksi rasa biar pas pedas, manis dan gurihnya. Matikan kompor dan sajikan.",https://img-global.cpcdn.com/recipes/8874389901e1177d/680x781cq80/kambing-guling-pedas-foto-resep-utama.webp,https://cookpad.com/id/resep/13474759,"['daging kambing', 'bawang putih', 'ketumbar', 'lada', 'garam', 'penyedap rasa', 'kecap manis', 'minyak sayur']","['daging kambing', 'bawang putih', 'ketumbar', 'lada', 'garam', 'sedap rasa', 'kecap manis', 'minyak sayur']","['daging kambing', 'bawang putih', 'ketumbar', 'lada', 'garam', 'sedap rasa', 'kecap manis', 'minyak sayur']",60,"['daging kambing', 'olahan pedas dan sambal', 'makanan rumahan', 'menu tradisional daerah']","['daging kambing', 'olahan pedas & sambal', 'makanan rumahan', 'menu tradisional daerah']"
91,R0091,Gulai Ayam Nangka,"nangka,ayam,santan kelapa rose brand,bawang merah,bawang putih,cabai merah besar,cabai merah keriting,cabai rawit merah,kunyit,kemiri,ketumbar,lada,serai,salam,daun jeruk,lengkuas,kapulaga,kembang lawang,garam,gula pasir rose brand,kaldu jamur",30,"ayam, makanan rumahan, menu tradisional daerah, sayur tumis","1. Tumis bumbu halus sampai harum, masukkan bumbu aromatik, teruskan menumis;2. Masukkan bumbu dalam rebusan ayam. Bubuhkan garam, Gula Pasir Rose Brand, dan kaldu jamur, didihkan;3. Masukkan nangka yang sudah direbus, masak beberapa saat. Tuang Santan Kelapa Rose Brand. Didihkan sambil aduk-aduk;4. Koreksi rasa;5. Angkat, sajikan",https://img-global.cpcdn.com/recipes/6bfaf12cd391e7a3/680x781f0.5_0.453174_1.0q80/gulai-ayam-nangka-foto-resep-utama.webp,https://cookpad.com/id/resep/25792466,"['nangka', 'ayam', 'santan kelapa rose brand', 'bawang merah', 'bawang putih', 'cabai merah besar', 'cabai merah keriting', 'cabai rawit merah', 'kunyit', 'kemiri', 'ketumbar', 'lada', 'serai', 'salam', 'daun jeruk', 'lengkuas', 'kapulaga', 'kembang lawang', 'garam', 'gula pasir rose brand', 'kaldu jamur']","['nangka', 'ayam', 'santan kelapa rose brand', 'bawang merah', 'bawang putih', 'cabai merah besar', 'cabai merah keriting', 'cabai rawit merah', 'kunyit', 'kemiri', 'ketumbar', 'lada', 'serai', 'salam', 'daun jeruk', 'lengkuas', 'kapulaga', 'kembang lawang', 'garam', 'gula pasir rose brand', 'kaldu jamur']","['nangka', 'ayam', 'santan rose brand', 'bawang merah', 'bawang putih', 'cabai merah besar', 'cabai keriting', 'cabai rawit', 'kunyit', 'kemiri', 'ketumbar', 'lada', 'serai', 'salam', 'daun jeruk', 'lengkuas', 'kapulaga', 'kembang lawang', 'garam', 'gula pasir rose brand', 'kaldu jamur']",30,"['ayam', 'makanan rumahan', 'menu tradisional daerah', 'sayur tumis']","['ayam', 'makanan rumahan', 'menu tradisional daerah', 'sayur tumis']"
92,R0092,Dadar Gulung,"kelapa parut,gula jawa,daun pandan,vanili,garam,air,tepung terigu,garam,baking powder,pasta pandan,air ",30,"kue dan dessert, camilan viral/kekinian, street food/jajanan pasar, resep anak dan bekal sekolah, sarapan","1. Masukan kelapa parut, gula jawa, vanili, garam, daun pandan, dan air ke dalam wajan. Aduk hingga tercampur rata, masak dg api kecil, masak hingga air menyusut dan gula meresap. Jika air sudah menyusut, matikan kompor, biarkan dingin.;2. Campurkan bahan adonan ke dalam wadah, aduk hingga tidak ada yg bergerindil, saring adonan supaya adonan lebih halus. Sekali lagi untuk ukuran air disesuaikan supaya konsistensi adonan pas ya bu;3. Panaskan teflon, olesi dg minyak goreng (tipisss saja) tuang 1 centong adonan ke dalam teflon, ratakan, masak hingga bergelembung dan kulit terkelupas sendiri.;4. Tuang bahan kulit ke alas bulat, lalu beri 1 sdm atau secukupnya isian unti kelapa tadi, gulung 1 sisi lalu lipat kanan kiri lalu gulung kembali. Lakukan sampai adonan habis;5. Selamat mencoba 🤍",https://img-global.cpcdn.com/recipes/a3205e9fbfb67111/680x781f0.5_0.486418_1.0q80/dadar-gulung-foto-resep-utama.webp,https://cookpad.com/id/resep/25846566,"['kelapa parut', 'gula jawa', 'daun pandan', 'vanili', 'garam', 'air', 'tepung terigu', 'garam', 'baking powder', 'pasta pandan', 'air']","['kelapa parut', 'gula jawa', 'daun pandan', 'vanili', 'garam', 'air', 'tepung terigu', 'garam', 'baking powder', 'pasta pandan', 'air']","['kelapa parut', 'gula jawa', 'daun pandan', 'vanili', 'garam', 'air', 'tepung terigu', 'garam', 'baking powder', 'pasta pandan', 'air']",30,"['kue dan dessert', 'camilan viral/kekinian', 'street food/jajanan pasar', 'resep anak dan bekal sekolah', 'sarapan']","['dessert & kue manis', 'camilan viral/kekinian', 'street food/jajanan pasar', 'resep anak & bekal sekolah', 'sarapan']"
93,R0093,Rendang Ayam,"ayam,bawang merah,bawang putih,kemiri,kunyit bubuk,ketumbar,cabe merah keriting,jahe,lengkuas,daun pandan,sereh,santan,kaldu bubuk,gula,micin,garam,kecap manis,air,daun jeruk,daun salam,jahe",60,"ayam, menu tradisional daerah, makanan rumahan, olahan pedas dan sambal","1. Bismillahirrahmanirrahim.. Pertama cuci bersih ayam lalu rebus, masukan daun jeruk, daun dan jahe geprek, rebus kira-kira sampai ayam matang, setelah di rebus goreng ayam;2. Haluskan semua bumbu, lalu tumis bumbu sampai harum;3. Setelah bumbu harum, tambahkan kecap manis, lalu selanjutnya santan, sambil terus di aduk lalu tuang air;4. Masukan ayam yang sudah di goreng tadi, tambahkan, gula, garam, kaldu bubuk dan micin, masak sampai air surut;5. Alhamdulillah rendang ayam siap di hidangkan 🥰",https://img-global.cpcdn.com/recipes/9e3f20693cc63560/680x781f0.5_0.5_1.0q80/rendang-ayam-foto-resep-utama.webp,https://cookpad.com/id/resep/25593200,"['ayam', 'bawang merah', 'bawang putih', 'kemiri', 'kunyit bubuk', 'ketumbar', 'cabe merah keriting', 'jahe', 'lengkuas', 'daun pandan', 'sereh', 'santan', 'kaldu bubuk', 'gula', 'micin', 'garam', 'kecap manis', 'air', 'daun jeruk', 'daun salam', 'jahe']","['ayam', 'bawang merah', 'bawang putih', 'kemiri', 'kunyit bubuk', 'ketumbar', 'cabe merah keriting', 'jahe', 'lengkuas', 'daun pandan', 'sereh', 'santan', 'kaldu bubuk', 'gula', 'micin', 'garam', 'kecap manis', 'air', 'daun jeruk', 'daun salam', 'jahe']","['ayam', 'bawang merah', 'bawang putih', 'kemiri', 'kunyit', 'ketumbar', 'cabe merah keriting', 'jahe', 'lengkuas', 'daun pandan', 'sereh', 'santan', 'kaldu ayam', 'gula', 'micin', 'garam', 'kecap manis', 'air', 'daun jeruk', 'salam', 'jahe']",60,"['ayam', 'menu tradisional daerah', 'makanan rumahan', 'olahan pedas dan sambal']","['ayam', 'menu tradisional daerah', 'makanan rumahan', 'olahan pedas & sambal']"
94,R0094,Opor Ayam Telur,"ayam,telur,lontong,bawang merah,bawang putih,lengkuas,jahe,kunyit,kemiri,ketumbar bubuk,jintan,bunga lawang,pala bubuk,daun salam,daun jeruk,sereh,desaku opor,santan,garam,gula,kaldu jamur,gula merah",120,"ayam, telur, makanan rumahan, menu tradisional daerah","1. Rebus telur hingga matang lalu kupas;2. Cuci bersih ayam dengan jeruk nipis + cuka, diamkan 15 menit bilas hingga bersih, lalu marinasi ayam dgn jeruk nipis dan garam biarkan (gak perlu bilas lagi);3. Ambil sebagian bawang merah untuk ditumis, sisa.a buat diblender halus;4. Blender halus semua bumbu, kecuali : bunga lawang, lengkuas, daun salam, daun jeruk, sereh;5. Iris2 sbgn bawang merah tadi, geprek lengkuas dan batang sereh;6. Tumis : bawang merah iris, bunga lawang, lengkuas, daun salam, daun jeruk, sereh sampe wangi dan bawang kecoklatan;7. Lalu masukkan bumbu halus, tumis sampe smw matang dan wangi;8. Masukkan ayam, aduk aduk sampe rata, lalu masukkan desaku opor sedikit, aduk2 dan tutup hingga ayam berubah warna;9. Tuang santan, aduk2;10. Aduk2 sesekali, lalu masukkan telur rebus dan seasoning, cek cek rasa;11. Sambil nunggu matang, aq ngukus lontong sampe matang;12. Setelah opor matang, kuah set dan rasa juga sudah oke, angkat dan sajikan dgn bawang goreng",https://img-global.cpcdn.com/recipes/8a2e20258921da51/300x426f0.5_0.428321_1.0q80/opor-ayam-telur-foto-resep-utama.webp,https://cookpad.com/id/resep/25862909,"['ayam', 'telur', 'lontong', 'bawang merah', 'bawang putih', 'lengkuas', 'jahe', 'kunyit', 'kemiri', 'ketumbar bubuk', 'jintan', 'bunga lawang', 'pala bubuk', 'daun salam', 'daun jeruk', 'sereh', 'desaku opor', 'santan', 'garam', 'gula', 'kaldu jamur', 'gula merah']","['ayam', 'telur', 'lontong', 'bawang merah', 'bawang putih', 'lengkuas', 'jahe', 'kunyit', 'kemiri', 'ketumbar bubuk', 'jintan', 'bunga lawang', 'pala bubuk', 'daun salam', 'daun jeruk', 'sereh', 'desa opor', 'santan', 'garam', 'gula', 'kaldu jamur', 'gula merah']","['ayam', 'telur', 'lontong', 'bawang merah', 'bawang putih', 'lengkuas', 'jahe', 'kunyit', 'kemiri', 'ketumbar', 'jintan', 'bunga lawang', 'pala', 'salam', 'daun jeruk', 'sereh', 'desa opor', 'santan', 'garam', 'gula', 'kaldu jamur', 'gula merah']",120,"['ayam', 'telur', 'makanan rumahan', 'menu tradisional daerah']","['ayam', 'telur', 'makanan rumahan', 'menu tradisional daerah']"
95,R0095,Mie Goreng Aceh,"mie telur,udang,telur,pokcoy,bubuk kari instan,kecap manis,garam,gula,lada bubuk,kaldu bubuk,cabe,bawang merah,bawang putih,kemiri",30,"mie dan pasta, makanan rumahan, menu tradisionl daerah, resep anak dan bekal sekolah","1. Rendam mie dengan air panas. Kemudian tiriskan.
;3. Masukan bubuk kari, aduk merata. Lalu masukan mie, kecap manis kemudian potongan pokcoy, aduk hingga bumbu tercampur merata.",https://img-global.cpcdn.com/recipes/28c589b08ce05ed5/680x781f0.5_0.5_1.0q80/mie-goreng-aceh-foto-resep-utama.webp,https://cookpad.com/id/resep/25306030,"['mie telur', 'udang', 'telur', 'pokcoy', 'bubuk kari instan', 'kecap manis', 'garam', 'gula', 'lada bubuk', 'kaldu bubuk', 'cabe', 'bawang merah', 'bawang putih', 'kemiri']","['mie telur', 'udang', 'telur', 'pokcoy', 'bubuk kari instan', 'kecap manis', 'garam', 'gula', 'lada bubuk', 'kaldu bubuk', 'cabe', 'bawang merah', 'bawang putih', 'kemiri']","['mie telur', 'udang', 'telur', 'pokcoy', 'bubuk kari instan', 'kecap manis', 'garam', 'gula', 'lada', 'kaldu ayam', 'cabe', 'bawang merah', 'bawang putih', 'kemiri']",30,"['mie dan pasta', 'makanan rumahan', 'menu tradisionl daerah', 'resep anak dan bekal sekolah']","['mie & pasta', 'makanan rumahan', 'menu tradisional daerah', 'resep anak & bekal sekolah']"
96,R0096,Tongseng Kambing,"daging kambing,daun salam,kayu manis,daun jeruk,sereh,kaldu rebusan kambing,air,garam,micin,cabe rawit,kecap manis,daun bawang,tomat,minyak goreng,kol,bawang merah,bawang putih,kemiri,jahe,laos,ketumbar bubuk,kunyit,jinten,pala bubuk,lada bubuk,cabe merah",60,"daging kambing, sup dan kuah, menu tradisional daerah, makanan rumahan","1. Pertama rebus daging kambing 2 kali buang rebusan pertama serta kotoran yang ngambang. Lalu haluskan bumbu dengan sedikit minyak goreng dan tumis hingga harum dan minyak keluar;2. Masukkan daun jeruk, daun salam, sereh, dan kayu manis tumis kembali. Lalu masukkan daging yang sudah di rebus aduk tambahkan air rebusan kambing yang ke 2.;3. Tambahkan air biasa beri garam, micin masak hingga daging lebih empuk;4. Jika daging sudah empuk tambahkan daun bawang, rawit dan kol masak hingga setengah layu tambahkan kecap lalu koreksi rasa;5. Terakhir masukkan potongan tomat.;6. Tongseng daging kambing siap dihidangkan",https://img-global.cpcdn.com/recipes/79852f9b1d7bde81/680x781f0.5_0.5_1.0q80/tongseng-kambing-foto-resep-utama.webp,https://cookpad.com/id/resep/25886585,"['daging kambing', 'daun salam', 'kayu manis', 'daun jeruk', 'sereh', 'kaldu rebusan kambing', 'air', 'garam', 'micin', 'cabe rawit', 'kecap manis', 'daun bawang', 'tomat', 'minyak goreng', 'kol', 'bawang merah', 'bawang putih', 'kemiri', 'jahe', 'laos', 'ketumbar bubuk', 'kunyit', 'jinten', 'pala bubuk', 'lada bubuk', 'cabe merah']","['daging kambing', 'daun salam', 'kayu manis', 'daun jeruk', 'sereh', 'kaldu rebus kambing', 'air', 'garam', 'micin', 'cabe rawit', 'kecap manis', 'daun bawang', 'tomat', 'minyak goreng', 'kol', 'bawang merah', 'bawang putih', 'kemiri', 'jahe', 'laos', 'ketumbar bubuk', 'kunyit', 'jinten', 'pala bubuk', 'lada bubuk', 'cabe merah']","['daging kambing', 'salam', 'kayu manis', 'daun jeruk', 'sereh', 'kaldu rebus kambing', 'air', 'garam', 'micin', 'cabe rawit', 'kecap manis', 'daun bawang', 'tomat', 'minyak goreng', 'kol', 'bawang merah', 'bawang putih', 'kemiri', 'jahe', 'laos', 'ketumbar', 'kunyit', 'jinten', 'pala', 'lada', 'cabe merah']",60,"['daging kambing', 'sup dan kuah', 'menu tradisional daerah', 'makanan rumahan']","['daging kambing', 'sup & kuah', 'menu tradisional daerah', 'makanan rumahan']"
97,R0097,Nasi Tumpeng,"beras,santan kental,serai,daun salam,daun jeruk,lengkuas,garam,tempe,mie 3 telor",120,"nasi dan olahan beras, menu tradisional daerah","1. Siap kan bahan2;2. Cuci beras sampe bersih kemudian rendam am air kunyit selama kurang lebih 30 menit;3. Kemudian kukus selama 30-45 menit sampe beras keket.. Atau setengah matang jgn lupa kasih sebatang serai, daun salam, lengkuas am daun jeruk;4. Kemudian rebus santan bersama, serai, daun salam, lengkuas, daun jeruk kasih garam sampe mendidih;5. Setelah beras keket and setelah setengah matang angkat pindahkan ke baskom kemudian siram santan dalam keadaan mendidih. Siram sampe basah and merata;6. Kemudian diamkan dulu kurang lebih 15 menit agar santan lengket kedlm beras. Setelah keket kukus kembali selama 45-1 jam agar benar2 matang. Sering diaduk agar matangny sempurna;7. Kita buat orek tempe ut tambahan nasi tumpengnya. Iris tempe kemudian goreng. Kemudian bumbu kan dengan bawang putih am bawang merah di Iris kasih kecap. Krn ng pedas ut anak2 sd;8. Lalu sajikan ditempat bento kita bentuk nasi kuning yg sudah matang, mie goreng am orek tempe, timun, bawang goreng",https://img-global.cpcdn.com/recipes/d9baa312f13fa92c/300x426f0.5_0.5_1.0q80/nasi-tumpeng-foto-resep-utama.webp,https://cookpad.com/id/resep/25805297,"['beras', 'santan kental', 'serai', 'daun salam', 'daun jeruk', 'lengkuas', 'garam', 'tempe', 'mie 3 telor']","['beras', 'santan kental', 'serai', 'daun salam', 'daun jeruk', 'lengkuas', 'garam', 'tempe', 'mie 3 telor']","['beras', 'santan kental', 'serai', 'salam', 'daun jeruk', 'lengkuas', 'garam', 'tempe', 'mie 3 telor']",120,"['nasi dan olahan beras', 'menu tradisional daerah']","['nasi & olahan beras', 'menu tradisional daerah']"
98,R0098,Nasi Goreng Rendang,"nasi,telur,rendang,bumbu rendang,bawang merah,bawang putih,kecap manis,kaldu sapi bubuk,margarine",10,"nasi dan olahan beras, sarapan, resep anak dan bekal sekolah, makanan rumahan","1. Siapkan bahan, potong2 daging rendang, iris tipis duo bawang lalu tumis bersama margarine hingga wangi, masukkan 1butir telur yg telur aduk rata, masukkan daging rendang beserta bumbunya aduk rata;2. Masukkan nasi, kecap manis, kaldu bubuk dan aduk rata. Koreksi rasa jika sudah pas Masak hingga nasi goreng matang;3. Buat telur ceplok dan sajikan diatasnya bersama telur serta lauk kesukaan lainnya. Selamat mencoba 😘",https://img-global.cpcdn.com/recipes/2813f4ef66302f10/300x426f0.5_0.547917_1.0q80/nasi-goreng-rendang-foto-resep-utama.webp,https://cookpad.com/id/resep/17083937,"['nasi', 'telur', 'rendang', 'bumbu rendang', 'bawang merah', 'bawang putih', 'kecap manis', 'kaldu sapi bubuk', 'margarine']","['nasi', 'telur', 'rendang', 'bumbu rendang', 'bawang merah', 'bawang putih', 'kecap manis', 'kaldu sapi bubuk', 'margarine']","['nasi', 'telur', 'rendang', 'bumbu rendang', 'bawang merah', 'bawang putih', 'kecap manis', 'kaldu sapi', 'margarine']",10,"['nasi dan olahan beras', 'sarapan', 'resep anak dan bekal sekolah', 'makanan rumahan']","['nasi & olahan beras', 'sarapan', 'resep anak & bekal sekolah', 'makanan rumahan']"
99,R0099,Gado Gado,"telur,kentang,kacang panjang,kol,wortel,tauge,bayam,timun,tomat,tahu,selada,lontong,emping,kerupuk,bawang goreng,bumbu kacang",45,"makanan rumahan, menu tradisional daerah, resep sehat/diet, resep praktis/5 bahan, sarapan","1. Goreng tahu yang sudah dimarinasi;2. Kukus kentang dan telur sampai matang;3. Rebus sayur sayuran, dan tiriskan;4. Sajikan sayur dengan bahan pelengkap dan siram dengan bumbu kacang",https://img-global.cpcdn.com/recipes/700ed9a5e609eea3/680x781f0.5_0.5_1.0q80/gado-gado-foto-resep-utama.webp,https://cookpad.com/id/resep/25781112,"['telur', 'kentang', 'kacang panjang', 'kol', 'wortel', 'tauge', 'bayam', 'timun', 'tomat', 'tahu', 'selada', 'lontong', 'emping', 'kerupuk', 'bawang goreng', 'bumbu kacang']","['telur', 'kentang', 'kacang panjang', 'kol', 'wortel', 'tauge', 'bayam', 'timun', 'tomat', 'tahu', 'selada', 'lontong', 'emping', 'kerupuk', 'bawang goreng', 'bumbu kacang']","['telur', 'kentang', 'kacang panjang', 'kol', 'wortel', 'tauge', 'bayam', 'timun', 'tomat', 'tahu', 'selada', 'lontong', 'emping', 'kerupuk', 'bawang merah', 'bumbu kacang']",45,"['makanan rumahan', 'menu tradisional daerah', 'resep sehat/diet', 'resep praktis/5 bahan', 'sarapan']","['makanan rumahan', 'menu tradisional daerah', 'resep sehat/diet', 'resep praktis/5 bahan', 'sarapan']"
